artistName,collectionName,artworkUrl100,releaseDate,trackCount,primaryGenreName,artworkUrl
Taylor Swift,reputation,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/eb/e6/06/ebe606da-e00f-82d3-47f3-b79904eed541/17UM1IM24651.rgb.jpg/100x100bb.jpg,2017-11-10,15,Pop,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/eb/e6/06/ebe606da-e00f-82d3-47f3-b79904eed541/17UM1IM24651.rgb.jpg/600x600bb.jpg
Taylor Swift,Bad Blood (feat. Kendrick Lamar) - Single,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/16/ac/6f/16ac6fdc-f3cd-6588-bd58-163cf41f7e58/00843930018314.rgb.jpg/100x100bb.jpg,2015-05-17,1,Pop,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/16/ac/6f/16ac6fdc-f3cd-6588-bd58-163cf41f7e58/00843930018314.rgb.jpg/600x600bb.jpg
Taylor Swift,Wildest Dreams (R3hab Remix) - Single,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/99/2f/10/992f102f-edd4-d39f-625c-938bd2c0096b/00843930021109.rgb.jpg/100x100bb.jpg,2015-01-01,1,Pop,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/99/2f/10/992f102f-edd4-d39f-625c-938bd2c0096b/00843930021109.rgb.jpg/600x600bb.jpg
Taylor Swift,1989,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/89/4a/4a/894a4ab9-b0b0-9ea5-ca41-8da0b9b79453/14UMDIM03405.rgb.jpg/100x100bb.jpg,2014-10-27,14,Pop,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/89/4a/4a/894a4ab9-b0b0-9ea5-ca41-8da0b9b79453/14UMDIM03405.rgb.jpg/600x600bb.jpg
Taylor Swift,1989 (Deluxe Edition),https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/a7/98/d8/a798d867-344d-2bf2-fbfe-d2d1412dcef8/14UMDIM03793.rgb.jpg/100x100bb.jpg,2014-10-27,19,Pop,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/a7/98/d8/a798d867-344d-2bf2-fbfe-d2d1412dcef8/14UMDIM03793.rgb.jpg/600x600bb.jpg
Taylor Swift,Taylor Swift Karaoke: 1989,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/d6/96/5d/d6965d05-f5fe-f2f4-8299-d45fc201a68e/00843930015788.rgb.jpg/100x100bb.jpg,2014-01-01,14,Pop,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/d6/96/5d/d6965d05-f5fe-f2f4-8299-d45fc201a68e/00843930015788.rgb.jpg/600x600bb.jpg
Taylor Swift,"Sweeter Than Fiction (From ""One Chance"") - Single",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/85/5a/6e/855a6e0e-1326-a3ad-e690-022fa4045128/00843930010936.rgb.jpg/100x100bb.jpg,2013-01-01,1,Country,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/85/5a/6e/855a6e0e-1326-a3ad-e690-022fa4045128/00843930010936.rgb.jpg/600x600bb.jpg
Taylor Swift,Everything Has Changed (Remix) [feat. Ed Sheeran] - Single,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/39/95/1c/39951c14-0ae6-e2ff-f161-3ed2bca1a325/00843930010424.rgb.jpg/100x100bb.jpg,2013-01-01,1,Country,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/39/95/1c/39951c14-0ae6-e2ff-f161-3ed2bca1a325/00843930010424.rgb.jpg/600x600bb.jpg
Taylor Swift,"Red (2013 CMA Awards Performance) [feat. Alison Krauss, Edgar Meyer, Eric Darken, Sam Bush & Vince Gill] - Single",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/ce/f2/2c/cef22c14-ffd9-00d6-a991-fe5a744c91ab/00843930011476.rgb.jpg/100x100bb.jpg,2013-01-01,1,Country,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/ce/f2/2c/cef22c14-ffd9-00d6-a991-fe5a744c91ab/00843930011476.rgb.jpg/600x600bb.jpg
Taylor Swift,Red (Deluxe Edition),https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/38/e4/31/38e431ce-dde5-53bd-4c61-adb98816a838/12UMDIM01012.rgb.jpg/100x100bb.jpg,2012-10-22,22,Country,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/38/e4/31/38e431ce-dde5-53bd-4c61-adb98816a838/12UMDIM01012.rgb.jpg/600x600bb.jpg
